id,smi
CHEMBL3335672,COc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL373297,COC(=O)/C=C/c1cccc(N(Cc2ccc3c(c2OC)OC(C)(C)C2C3C2(Cl)Cl)C(=O)c2ccccc2)c1
CHEMBL4297613,O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1
CHEMBL4076774,COc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12
CHEMBL4080439,Cc1ccc2nc(-c3ccc(Br)cc3)c(NCc3ccccc3)n2c1
CHEMBL3335658,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cc(C(=O)O)ccc2F)cc1
CHEMBL1672458,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1-c1ccc2nc(C(=O)O)ccc2c1
CHEMBL4060783,Cc1ccc2nc(-c3ccc(F)c(Cl)c3)c(NCc3ccccc3)n2c1
CHEMBL4647235,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CCCCCC2)cc1
CHEMBL4643503,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)c(Cl)c1
CHEMBL4084716,O=C(O)c1ccc2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)sc2c1
CHEMBL3335654,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(CCC(=O)O)c2)cc1
CHEMBL3823213,CS(=O)(=O)NC(=O)c1ccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1
CHEMBL3823637,CO[C@]1(c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)C[C@H](c2cccc(C(=O)O)c2)C1
CHEMBL4471852,CC(C)C(=O)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
CHEMBL3632946,CCOC(C)(C)[C@H](O)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
CHEMBL4064512,Cc1ccc2nc(-c3ccco3)c(NCc3ccccc3)n2c1
CHEMBL603282,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21
CHEMBL3335661,COc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)O
CHEMBL4075395,Cc1ccc2nc(-c3ccsc3)c(NCc3ccccc3)n2c1
CHEMBL4070813,FC(F)(F)c1ccc2nc(-c3cccs3)c(NCc3ccccc3)n2c1
CHEMBL4081409,Clc1ccc2nc(-c3cccs3)c(NCc3ccccc3)n2c1
CHEMBL373308,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(C)c3)cc2)C(=O)C(C)C)c1
CHEMBL363132,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)cc2)C(=O)NC(C)C)c1
CHEMBL4163148,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNS(C)(=O)=O)[C@@H]2[C@@H]1O
CHEMBL4173597,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)NS(C)(=O)=O)[C@@H]2[C@@H]1O
CHEMBL1209111,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(N(C)Cc2cccc(C(=O)O)c2)c(C(F)(F)F)n1
CHEMBL3822477,Cn1nc(C(=O)O)c2ccc([C@H]3C[C@](O)(c4ccc(OCc5c(-c6c(Cl)cccc6Cl)noc5C5CC5)cc4Cl)C3)cc21
CHEMBL429204,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL23236,C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL3822464,O=C(O)c1ccc([C@@H]2C[C@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1
CHEMBL3822803,O=C(O)c1ccc(C2CC2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1
CHEMBL3823312,Clc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)ccc1C1CC1c1ccc(-c2nnn[nH]2)nc1
CHEMBL3823077,CS(=O)(=O)NC(=O)c1ccc([C@@H]2C[C@H]2c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)cc2Cl)cc1
CHEMBL4588543,C[C@@H]1CC(=O)O[C@]12CC[C@@]1(C)C2=CC(=O)[C@H]2[C@@]3(C)CCC(=O)C(C)(C)[C@@H]3CC[C@@]21C
CHEMBL1835047,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3sc(C(=O)O)cc3c2)cc1
CHEMBL241106,CNC(=O)O[C@@H](CC(C)C)c1nc([C@H]2OC(=O)/C(C)=C/C/C(C)=C/[C@@H](O)[C@@H](C)/C=C(C)\C=C(C)/C=C/[C@@H](O)[C@H](C)[C@H](OC)/C(C)=C/C=C/[C@@H]2C)cs1
CHEMBL3335645,CC(=O)c1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL4876494,CC(C)CCOc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1
CHEMBL4449035,Cn1nc(C(=O)N(CCNc2cc(C(=O)O)ccc2F)Cc2cccc(F)c2)c2c1-c1cc(F)ccc1OC2
CHEMBL191379,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cc(Cl)ccc3OC)cc2)C(=O)C2CCCCC2)c1
CHEMBL194104,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(OC(F)(F)F)cc3)cc2)C(=O)C2CCCCC2)c1
CHEMBL371385,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL189309,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/C(=O)OC(C)(C)C)cc2)C(=O)c2ccco2)c1
CHEMBL189224,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(Cl)c3)cc2)C(=O)C(C)C)c1
CHEMBL1835048,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3oc(C(=O)O)cc3c2)cc1
CHEMBL190566,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cccc(OC(F)(F)F)c3)cc2)C(=O)C(C)C)c1
CHEMBL101327,CCc1onc(-c2c(F)cccc2C(F)(F)F)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL3822798,CC(C)n1nc(C(=O)O)cc1C1CC1c1ccc(OCc2c(-c3c(Cl)cccc3Cl)noc2C2CC2)cc1Cl
CHEMBL3357418,CC(C)n1cnc(COc2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL4459258,CCCCOC(C)(C)[C@H](O)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
CHEMBL2158160,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(C(C)(C)C)cc3)cc2)C(=O)C(C)C)c1
CHEMBL1672464,CCOc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12
CHEMBL2398426,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)NNC(=S)Nc3ccc(-c4c5ccc(=O)cc-5oc5cc(O)ccc45)c(C(=O)O)c3)c2)c(Cl)c1
CHEMBL571497,C=C(C)[C@@H]1CC[C@]2(C(=O)NCC(N)=O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571649,C=C(C)[C@@H]1CC[C@]2(NC(=O)NCCOCCO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL571642,C=C(C)[C@@H]1CC[C@]2(C(=O)OCNC(=O)OC(C)(C)C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL603278,CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccc(F)cc21
CHEMBL601434,CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL601647,CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL602895,CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL605996,CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL4648303,CC(C)Cn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21
CHEMBL4637834,CCCC(CCC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21
CHEMBL189155,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(C)cc3)cc2)C(=O)C(C)C)c1
CHEMBL3335647,COc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL3335622,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(C(=O)O)c2)cc1
CHEMBL425555,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(F)c(Cl)c3)cc2)C(=O)C(C)C)c1
CHEMBL3357420,CC(C)n1nnc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)O)c2)c(Cl)c1
CHEMBL4159008,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCCNS(C)(=O)=O)[C@@H]2[C@@H]1O
CHEMBL4164682,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)C(=O)O)[C@@H]2[C@@H]1O
CHEMBL4175639,CC[C@@H]1[C@@H]2CC3(CC3)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O
CHEMBL4160539,CC[C@@H]1[C@@H]2CCCC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O
CHEMBL4642737,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CC2)cc1
CHEMBL4647755,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2-c2ccc(F)cc2)cc1
CHEMBL4639094,CCC(CC)n1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2F)nc2ccc(C(=O)O)cc21
CHEMBL4632780,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC(C)(C)C)cc1
CHEMBL4280310,O=C(O)c1ccc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)nc1
CHEMBL4636623,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CCCCC2)c(Cl)c1
CHEMBL4640340,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CCCC2)cc1
CHEMBL3263240,O=C(O)CCCNC(=O)c1ccccc1NC(=O)/C=C/c1ccccc1
CHEMBL4633499,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(CNc2ccc(CC(=O)O)cc2)c(Cl)c1
CHEMBL4741830,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5c(F)cccc5Cl)noc4C4CC4)CC3)cc21
CHEMBL4176961,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)S)[C@@H]2[C@@H]1O
CHEMBL3335648,CSc1cccc(NC(=O)c2ccccc2NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL3335650,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2cccc(C(N)=O)c2)cc1
CHEMBL3335671,CC(C)(C)c1ccc(C(=O)Nc2cc(Br)ccc2C(=O)Nc2cccc(C(=O)O)c2)cc1
CHEMBL427528,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3cccc(F)c3)cc2)C(=O)C2CCCCC2)c1
CHEMBL192772,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3cccc(F)c3)cc2)C(=O)C(C)C)c1
CHEMBL1835044,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)c[nH]c3c2)cc1
CHEMBL190830,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccc(F)cc3)cc2)C(=O)C2CCCCC2)c1
CHEMBL3589972,Brc1ccc(-c2nc(-c3ccccc3)no2)cc1
CHEMBL603086,CC(C)OC(=O)C1=CN(C(=O)c2ccc(CN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL1209061,Cc1cc(C(F)(F)F)cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)n1
CHEMBL2037186,Cc1ccccc1-n1nc(C)c2c1NC(=O)[C@H](C)S[C@@H]2c1ccc(-c2ccccc2)cc1
CHEMBL189930,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(OC)cc3)cc2)C(=O)C2CCCCC2)c1
CHEMBL426273,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3c(OC)cccc3OC)cc2)C(=O)C2CCCCC2)c1
CHEMBL370742,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccccn3)cc2)C(=O)C2CCCCC2)c1
CHEMBL103394,Cc1cc(OCc2c(-c3c(Cl)cccc3Cl)noc2C(C)C)ccc1/C=C/c1cccc(C(=O)O)c1
CHEMBL1672449,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3c(C(=O)O)ccnc3c2)cc1
CHEMBL1672451,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2ccc3cc(C(=O)O)ncc3c2)cc1
CHEMBL4168123,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)OC3CCC3)[C@@H]2[C@@H]1O
CHEMBL4745008,O=C(O)c1ccc(N2CCC(F)(COCc3c(-c4c(Cl)cccc4Cl)noc3C3CC3)CC2)cn1
CHEMBL4751890,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)cc21
CHEMBL4800163,O=C(O)c1csc2cc(N3CCC(F)(COCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)ccc12
CHEMBL4163456,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCCNS(=O)(=O)c3ccccc3)[C@@H]2[C@@H]1O
CHEMBL4165022,CC[C@@H]1[C@@H]2Cc3[nH]ncc3C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O
CHEMBL4851875,O=C(O)c1cc(F)c2nc(N3CCC4(C=C(c5c(-c6ccccc6OC(F)(F)F)noc5C5CC5)C4)CC3)sc2c1
CHEMBL4862974,O=C(O)c1cc(C(F)(F)F)c2cc(N3CCC4(C=C(c5c(-c6c(Cl)cncc6Cl)noc5C5CC5)C4)CC3)ccc2n1
CHEMBL4854082,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(C(=O)O)cc2)cc1
CHEMBL189728,COC(=O)/C=C/c1cccc(N(Cc2ccc(/C=C/c3ccccc3F)cc2)C(=O)C2CCCCC2)c1
CHEMBL191439,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3cc(Cl)ccc3OC)cc2)C(=O)C(C)C)c1
CHEMBL189265,COC/C=C/c1ccc(CN(C(=O)C2CCCCC2)c2cccc(/C=C/C(=O)OC)c2)cc1
CHEMBL363212,COC(=O)/C=C/c1cccc(N(Cc2ccc(-c3c(OC)cccc3OC)cc2)C(=O)C(C)C)c1
CHEMBL193213,COC(=O)/C=C/c1cccc(N(C(=O)C2CCCCC2)c2ccc3ccccc3c2)c1
CHEMBL4091689,Brc1ccc2nc(-c3cccs3)c(NCc3ccccc3)n2c1
CHEMBL4103787,Cc1cc(C(=O)O)cc2sc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)(F)F)noc3C3CC3)C4)nc12
CHEMBL4075736,O=C(O)c1ccc2nc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)sc2c1
CHEMBL4763935,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5Cl)noc4C4CC4)CC3)cc21
CHEMBL3335663,CC(C)(C)c1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(Br)c(C(=O)O)c2)cc1
CHEMBL3335670,Cc1ccc(C(=O)Nc2cccc(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL3335673,Cc1ccc(NC(=O)c2ccc(Cl)cc2NC(=O)c2ccc(C(C)(C)C)cc2)cc1C(=O)O
CHEMBL3335675,Cc1ccc(C(=O)Nc2ccc(C)c(C(=O)O)c2)c(NC(=O)c2ccc(C(C)(C)C)cc2)c1
CHEMBL4791413,O=C(O)c1cc(F)c2nc(N3CCC(F)(COCc4c(-c5ccccc5OC(F)(F)F)noc4C4CC4)CC3)sc2c1
CHEMBL453913,CCOC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL507786,CCOC(=O)C1=CN(C(=O)c2ccc(OC)cc2)CC(C)(C)c2c1[nH]c1ccccc21
CHEMBL4072936,CNC(=O)c1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1
CHEMBL4063293,CC(C)(C)c1ccc(C(=O)NCc2ccc(-c3nnn[nH]3)cc2)cc1
CHEMBL4079371,Cc1ccc2nc(-c3ccc4ccccc4c3)c(NCc3ccccc3)n2c1
CHEMBL4062220,O=C(O)c1ccc2nc(N3CCCC(OCc4c(-c5ccccc5OC(F)(F)F)noc4C4CC4)CC3)sc2c1
CHEMBL4571319,CC(=O)NCCN(Cc1ccccc1F)C(=O)c1nn(C)c2c1COc1ccc(Br)cc1-2
CHEMBL4165830,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)NC3CC3)[C@@H]2[C@@H]1O
CHEMBL4161259,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)O[C@@H]3CCOC3)[C@@H]2[C@@H]1O
CHEMBL4159036,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)OC)[C@@H]2[C@@H]1O
CHEMBL4076625,O=C(O)c1ccc2nc(N3CCC(OCc4c(-c5ccccc5C(F)(F)F)noc4C4CC4)CC3)sc2c1
CHEMBL4644859,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2Cc2ccc(F)cc2)cc1
CHEMBL571493,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@](C)(CC[C@@H]4[C@@]5(C)CC/C(=N\OC(=O)C(C)C)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL4846941,O=C(O)c1cc(F)c2nc(N3CCC4(C=C(c5c(-c6c(Cl)cccc6Cl)noc5C5CC5)C4)CC3)sc2c1
CHEMBL4637696,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CCC2)cc1
CHEMBL4643030,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)cc1
CHEMBL4638213,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CCCCC2)cc1
CHEMBL4636869,CCCn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21
CHEMBL4641850,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C2CC2)cc1
CHEMBL4566536,C[C@H](C[C@H](O)[C@@H](O)[C@@]1(C)CO1)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1
CHEMBL4874150,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CCc2ccc(F)cc2)c(Cl)c1
CHEMBL486393,C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12
CHEMBL4800066,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5F)noc4C4CC4)CC3)cc21
CHEMBL4077209,Cc1ccc2nc(-c3nc(C)cs3)c(NCc3ccccc3)n2c1
CHEMBL4452699,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1COc1ccc(I)cc1-2
CHEMBL4447977,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1COc1ccccc1-2
CHEMBL4519279,C=Cc1ccc2c(c1)-c1c(c(C(=O)N(CCNC(C)=O)Cc3ccccc3)nn1C)CO2
CHEMBL4068899,O=C(O)c1ccc(CNC(=O)c2ccc(-c3ccccc3)cc2)cc1
CHEMBL4075737,Cc1ccc2nc(-c3ccc(Cl)cc3)c(NCc3ccccc3)n2c1
CHEMBL4061996,Cc1ccc2nc(-c3ccc4c(c3)OCCO4)c(NCc3ccccc3)n2c1
CHEMBL4062465,Cc1ccn2c(NCCCCc3ccccc3)c(-c3cccs3)nc2c1
CHEMBL4082610,Cc1ccc2nc(-c3cccs3)c(NCCCc3ccccc3)n2c1
CHEMBL4069481,Cc1ccc2nc(-c3cccs3)c(NCc3ccccc3)n2c1
CHEMBL4079796,Cc1cc(CNC(=O)c2ccc(C(C)(C)C)cc2)ccc1C(=O)O
CHEMBL4103042,Cc1ccc2nc(-c3cccc(Cl)n3)c(NCc3ccccc3)n2c1
CHEMBL4078761,Cc1ccc2nc(-c3ccc(F)cc3)c(NCc3ccccc3)n2c1
CHEMBL4059715,COc1ccc(CNc2c(-c3cccs3)nc3ccc(C)cn23)cc1
CHEMBL4090443,Cc1ccc2nc(-c3cccs3)c(Cc3ccccc3)n2c1
CHEMBL4074623,c1ccc(CNc2c(-c3cccs3)nc3ccc(-c4ccccc4)cn23)cc1
CHEMBL4858977,O=C(O)c1cc(F)c2nc(N3CC4C(/C=C/c5c(-c6c(Cl)cccc6Cl)noc5C5CC5)C4C3)sc2c1
CHEMBL4858615,O=C(O)c1ccc2cc(N3CCC4(C=C(c5c(-c6c(Cl)cncc6Cl)noc5C5CC5)C4)CC3)ccc2n1
CHEMBL4094234,CC(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1
CHEMBL4093640,CN(C)C(=O)c1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1
CHEMBL4084092,COc1ccc(C(=O)NCc2ccc(C(=O)O)cc2)cc1OC
CHEMBL4061980,CC(C)(C)c1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2)cc1
CHEMBL3823564,O=C(O)c1cccc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1
CHEMBL4083548,O=C(O)c1cc(F)c2nc(N3C4CCC3CC(OCc3c(-c5ccccc5OC(F)F)noc3C3CC3)C4)sc2c1
CHEMBL4472502,CC(=O)NCCN(Cc1ccccc1)C(=O)c1nn(C)c2c1COc1ccc(Br)cc1-2
CHEMBL4077016,COc1ccc(CNc2c(-c3cc(Cl)ccn3)nc3ccc(Cl)cn23)cc1
CHEMBL4078767,Cc1ccc2nc(-c3cc(Cl)ccn3)c(NCc3ccccc3)n2c1
CHEMBL4588863,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(COc2cccc(C(=O)O)c2)cc1
CHEMBL4072573,CC(C)(C)c1ccc(C(=O)NCc2ccc(CCC(=O)O)cc2)cc1
CHEMBL4095466,O=C(O)c1ccc(CNC(=O)c2cccc(-c3ccccc3)c2)cc1
CHEMBL4875018,CCCCOc1cccc(-c2cccc(C(=O)Nc3cccc(C(=O)O)c3)c2)c1
CHEMBL4763830,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5ccccc5OC(F)(F)F)noc4C4CC4)CC3)cc21
CHEMBL4753607,Cn1cc(C(=O)O)c2ccc(N3CCC(F)(COCc4c(-c5cccc(OC(F)(F)F)c5)noc4C4CC4)CC3)cc21
CHEMBL4853653,O=C(O)c1cccc(NC(=O)c2ccc(OCC3CC3)cc2)c1
CHEMBL4160849,CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCNC(=O)O[C@H]3CCOC3)[C@@H]2[C@@H]1O
